chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr18	21211552	21212052	genic|chr18:21211552-21212052	ANKRD29	21242849		0.011157
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	TMEM241	21017933		0.010273
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	ANKRD29	21242849		0.018795
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	LAMA3	21269406		0.010540
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	TTC39C-AS1	21595424		0.014683
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	CABYR	21718919		0.014414
chr18	21976916	21978206	intergenic|chr18:21976916-21978206	OSBPL1A	21852196		0.038003
chr18	22656721	22657534	genic|chr18:22656721-22657534	OSBPL1A	21852196		0.011452
chr18	22929221	22930532	genic|chr18:22929221-22930532	ZNF521	22932214		0.015385
chr18	23045004	23046611	intergenic|chr18:23045004-23046611	TAF4B	23806846		0.010740
chr18	24127173	24129133	genic|chr18:24127173-24129133	TAF4B	23806846		0.010676
chr18	30049215	30049715	genic|chr18:30049215-30049715	GAREM1	30050447		0.092196
chr18	31804383	31805378	intergenic|chr18:31804383-31805378	ZSCAN30	32870209		0.030521
chr18	31804383	31805378	intergenic|chr18:31804383-31805378	ZNF271P	32870235		0.030521
chr18	32072997	32074376	intergenic|chr18:32072997-32074376	ZNF24	32924431		0.011725
chr18	32869194	32869694	genic|chr18:32869194-32869694	ZSCAN30	32870209		0.039508
chr18	32869194	32869694	genic|chr18:32869194-32869694	ZNF271P	32870235		0.039508
chr18	34060576	34062360	genic|chr18:34060576-34062360	CELF4	35146000		0.011763
chr18	35030012	35031237	genic|chr18:35030012-35031237	LOC101927809	33767398		0.010853
chr18	35030012	35031237	genic|chr18:35030012-35031237	MOCOS	33767479		0.010854
chr18	35030012	35031237	genic|chr18:35030012-35031237	CELF4	35146000		0.018027
chr18	35248882	35249499	intergenic|chr18:35248882-35249499	CELF4	35146000		0.014818
chr18	43653440	43654148	intergenic|chr18:43653440-43654148	PSTPIP2	43652250		0.175721
chr18	43915373	43916242	genic|chr18:43915373-43916242	RNF165	43914186		0.184835
chr18	44780580	44781383	intergenic|chr18:44780580-44781383	SKOR2	44775554		0.012310
chr18	44786504	44787160	intergenic|chr18:44786504-44787160	CFAP53	47792892		0.011042
chr18	45275176	45276067	intergenic|chr18:45275176-45276067	SKOR2	44775554		0.014230
chr18	45548749	45549452	intergenic|chr18:45548749-45549452	IER3IP1	44702745		0.010005
chr18	45935150	45937118	intergenic|chr18:45935150-45937118	IER3IP1	44702745		0.011016
chr18	45935150	45937118	intergenic|chr18:45935150-45937118	SKOR2	44775554		0.013185
chr18	46071908	46073160	genic|chr18:46071908-46073160	CTIF	46065426		0.015975
chr18	46386038	46387352	genic|chr18:46386038-46387352	CFAP53	47792892		0.010150
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	KATNAL2	44526786		0.010447
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	IER3IP1	44702745		0.013684
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	SKOR2	44775554		0.016111
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	CTIF	46065426		0.010621
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	SMAD7	46477081		0.710063
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	DYM	46987079		0.013763
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	C18orf32	47013644		0.011926
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	RPL17	47018935		0.014119
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	ACAA2	47340251		0.014351
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	SCARNA17	47340392		0.014351
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	SNHG22	47340392		0.014351
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	MYO5B	47721451		0.012527
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	CFAP53	47792892		0.020838
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	MBD1	47808144		0.012373
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	CXXC1	47814692		0.010546
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	SKA1	47901391		0.013197
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	ELAC1	48494386		0.011286
chr18	46477675	46479366	intergenic|chr18:46477675-46479366	DCC	49866541		0.010082
chr18	47026388	47027334	intergenic|chr18:47026388-47027334	DYM	46987079		0.013791
chr18	47099157	47099751	genic|chr18:47099157-47099751	MBD2	51751158		0.010351
chr18	47719232	47719732	genic|chr18:47719232-47719732	MYO5B	47721451		0.010282
chr18	48310817	48311513	intergenic|chr18:48310817-48311513	C18orf32	47013644		0.010136
chr18	49868015	49868967	genic|chr18:49868015-49868967	DCC	49866541		0.017768
chr18	49869457	49869957	genic|chr18:49869457-49869957	DCC	49866541		0.013624
chr18	51749761	51750261	genic|chr18:51749761-51750261	MBD2	51751158		0.063654
chr18	51772816	51774251	intergenic|chr18:51772816-51774251	POLI	51795848		0.011437
chr18	51780706	51781206	intergenic|chr18:51780706-51781206	POLI	51795848		0.011551
chr18	52988697	52990189	genic|chr18:52988697-52990189	POLI	51795848		0.011679
chr18	52988697	52990189	genic|chr18:52988697-52990189	RAB27B	52495707		0.010480
chr18	53068782	53069542	genic|chr18:53068782-53069542	TCF4	53253350		0.010045
chr18	53254059	53256016	intergenic|chr18:53254059-53256016	POLI	51795848		0.011766
chr18	53254059	53256016	intergenic|chr18:53254059-53256016	RAB27B	52495707		0.012575
chr18	53254059	53256016	intergenic|chr18:53254059-53256016	TCF4	53253350		0.044361
chr18	53256691	53257763	intergenic|chr18:53256691-53257763	TCF4	53253350		0.016465
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	POLI	51795848		0.010162
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	TCF4	53253350		0.010596
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	WDR7	54318615		0.011218
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	ST8SIA3	55019720		0.027152
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	ONECUT2	55102916		0.032212
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	FECH	55253969		0.018290
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	NARS	55289177		0.012207
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	ATP8B1	55470327		0.019916
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	LOC101927322	56339105		0.011058
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	GRP	56887399		0.016119
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	RAX	56940625		0.010593
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	LMAN1	57026508		0.011667
chr18	55710536	55713091	intergenic|chr18:55710536-55713091	CCBE1	57364644		0.010661
chr18	56259421	56260346	genic|chr18:56259421-56260346	ONECUT2	55102916		0.027295
chr18	56259421	56260346	genic|chr18:56259421-56260346	GRP	56887399		0.012743
chr18	56888091	56888960	genic|chr18:56888091-56888960	GRP	56887399		0.181129
chr18	57051016	57051634	intergenic|chr18:57051016-57051634	VPS4B	61089752		0.010990
chr18	60193602	60194337	genic|chr18:60193602-60194337	ZCCHC2	60190657		0.016066
chr18	60383214	60383714	genic|chr18:60383214-60383714	PHLPP1	60382671		0.130795
chr18	60985118	60985776	genic|chr18:60985118-60985776	BCL2	60986613		0.088463
chr18	67224293	67225341	genic|chr18:67224293-67225341	LOC105372179	67137166		0.011387
chr18	67888329	67889417	intergenic|chr18:67888329-67889417	LOC105372179	67137166		0.020209
chr18	68033311	68034232	intergenic|chr18:68033311-68034232	LOC105372179	67137166		0.012931
chr18	72120092	72121088	genic|chr18:72120092-72121088	LOC105372179	67137166		0.013043
chr18	72120092	72121088	genic|chr18:72120092-72121088	FBXO15	71814999		0.013359
chr18	72120092	72121088	genic|chr18:72120092-72121088	TIMM21	71815745		0.012838
chr18	72120092	72121088	genic|chr18:72120092-72121088	CYB5A	71959251		0.013956
chr18	72120092	72121088	genic|chr18:72120092-72121088	ZADH2	72921303		0.012713
chr18	72120092	72121088	genic|chr18:72120092-72121088	LINC00683	74331733		0.022003
chr18	74163745	74164617	genic|chr18:74163745-74164617	CYB5A	71959251		0.010529
chr18	74204516	74205467	genic|chr18:74204516-74205467	ZADH2	72921303		0.011017
chr18	74204516	74205467	genic|chr18:74204516-74205467	LOC101927989	74203607		0.478919
chr18	74204516	74205467	genic|chr18:74204516-74205467	LINC00908	74240611		0.017560
chr18	74204516	74205467	genic|chr18:74204516-74205467	ZNF236	74536115		0.013708
chr18	74960764	74961264	intergenic|chr18:74960764-74961264	GALR1	74962007		0.064326
chr18	76265895	76266849	intergenic|chr18:76265895-76266849	NFATC1	77155771		0.015806
chr18	76738450	76738950	intergenic|chr18:76738450-76738950	SALL3	76740274		0.012275
chr18	76738450	76738950	intergenic|chr18:76738450-76738950	NFATC1	77155771		0.010197
chr18	76739003	76739653	intergenic|chr18:76739003-76739653	SALL3	76740274		0.143040
chr18	77266795	77267295	genic|chr18:77266795-77267295	HSBP1L1	77724581		0.010294
chr18	77557401	77559367	intergenic|chr18:77557401-77559367	HSBP1L1	77724581		0.011791
chr18	77712840	77713340	intergenic|chr18:77712840-77713340	HSBP1L1	77724581		0.020605
chr15	23890379	23890879	genic|chr15:23890379-23890879	MAGEL2	23892993		0.135412
chr15	23935457	23935957	intergenic|chr15:23935457-23935957	MAGEL2	23892993		0.025792
chr15	23935457	23935957	intergenic|chr15:23935457-23935957	NDN	23932450		0.164270
chr15	25201247	25202069	genic|chr15:25201247-25202069	NDN	23932450		0.019141
chr15	25201247	25202069	genic|chr15:25201247-25202069	SNURF	25200039		0.519511
chr15	26326863	26328289	intergenic|chr15:26326863-26328289	ATP10A	26108349		0.011455
chr15	26326863	26328289	intergenic|chr15:26326863-26328289	GABRA5	27111865		0.011060
chr15	26505526	26506218	intergenic|chr15:26505526-26506218	GABRA5	27111865		0.012252
chr15	27012183	27012910	genic|chr15:27012183-27012910	GABRB3	27018223		0.132659
chr15	27109806	27110306	intergenic|chr15:27109806-27110306	GABRA5	27111865		0.155547
chr15	28340780	28341726	genic|chr15:28340780-28341726	OCA2	28344458		0.024654
chr15	29120736	29122378	intergenic|chr15:29120736-29122378	NSMCE3	29562020		0.016258
chr15	29130013	29132050	intergenic|chr15:29130013-29132050	NSMCE3	29562020		0.011430
chr15	29281299	29282081	genic|chr15:29281299-29282081	LOC100130111	29967138		0.014128
chr15	29363738	29364238	genic|chr15:29363738-29364238	NSMCE3	29562020		0.027892
chr15	29395483	29396874	genic|chr15:29395483-29396874	NSMCE3	29562020		0.015030
chr15	29948832	29949547	intergenic|chr15:29948832-29949547	FAM189A1	29862927		0.015002
chr15	31213980	31215413	intergenic|chr15:31213980-31215413	NSMCE3	29562020		0.011473
chr15	31213980	31215413	intergenic|chr15:31213980-31215413	KLF13	31619057		0.018049
chr15	31598271	31599492	intergenic|chr15:31598271-31599492	NSMCE3	29562020		0.011660
chr15	31619805	31620305	genic|chr15:31619805-31620305	KLF13	31619057		0.057300
chr15	31620416	31620916	genic|chr15:31620416-31620916	KLF13	31619057		0.068181
chr15	33534225	33535303	genic|chr15:33534225-33535303	FMN1	33486934		0.034383
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	AVEN	34331303		0.010041
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	EMC7	34394053		0.029864
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	PGBD4	34394273		0.029864
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	NOP10	34635362		0.010255
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	NUTM1	34635515		0.010255
chr15	34629353	34630466	intergenic|chr15:34629353-34630466	ACTC1	35087927		0.011591
chr15	34874854	34876561	intergenic|chr15:34874854-34876561	AQR	35261995		0.010705
chr15	35839937	35841028	genic|chr15:35839937-35841028	DPH6-AS1	35838395		0.255233
chr15	35839937	35841028	genic|chr15:35839937-35841028	DPH6	35838404		0.255233
chr15	35841738	35842238	genic|chr15:35841738-35842238	AQR	35261995		0.011110
chr15	37348537	37350979	genic|chr15:37348537-37350979	ACTC1	35087927		0.010120
chr15	37348537	37350979	genic|chr15:37348537-37350979	C15orf41	36871803		0.014816
chr15	38364476	38365973	intergenic|chr15:38364476-38365973	C15orf41	36871803		0.012972
chr15	38364476	38365973	intergenic|chr15:38364476-38365973	RASGRP1	38857007		0.012095
chr15	40373600	40374779	intergenic|chr15:40373600-40374779	PAK6	40531997		0.061823
chr15	40396914	40397602	genic|chr15:40396914-40397602	BMF	40398639		0.236442
chr15	40400893	40401393	intergenic|chr15:40400893-40401393	BMF	40398639		0.020820
chr15	40566646	40567322	genic|chr15:40566646-40567322	DISP2	40650435		0.019367
chr15	40566646	40567322	genic|chr15:40566646-40567322	IVD	40697685		0.016813
chr15	40586005	40586505	genic|chr15:40586005-40586505	DISP2	40650435		0.011324
chr15	40620453	40620953	intergenic|chr15:40620453-40620953	C15orf52	40633168		0.023430
chr15	40630179	40630679	genic|chr15:40630179-40630679	C15orf52	40633168		0.089688
chr15	40636693	40637193	intergenic|chr15:40636693-40637193	C15orf52	40633168		0.070883
chr15	40636693	40637193	intergenic|chr15:40636693-40637193	DISP2	40650435		0.029941
chr15	40659901	40660679	genic|chr15:40659901-40660679	INAFM2	40616256		0.024800
chr15	40659901	40660679	genic|chr15:40659901-40660679	C15orf52	40633168		0.065031
chr15	40659901	40660679	genic|chr15:40659901-40660679	IVD	40697685		0.019521
chr15	40713836	40714554	intergenic|chr15:40713836-40714554	C15orf56	40545110		0.013003
chr15	40734168	40734668	genic|chr15:40734168-40734668	BAHD1	40733349		0.165915
chr15	40803156	40804501	intergenic|chr15:40803156-40804501	IVD	40697685		0.015677
chr15	41057516	41058016	genic|chr15:41057516-41058016	GCHFR	41056284		0.042968
chr15	41222488	41223169	genic|chr15:41222488-41223169	DLL4	41221530		0.135982
chr15	41787335	41788533	genic|chr15:41787335-41788533	ITPKA	41786055		0.025933
chr15	41859989	41861103	genic|chr15:41859989-41861103	TYRO3	41851219		0.026050
chr15	41859989	41861103	genic|chr15:41859989-41861103	EHD4	42264755		0.019605
chr15	41859989	41861103	genic|chr15:41859989-41861103	PLA2G4E-AS1	42264960		0.019605
chr15	41859989	41861103	genic|chr15:41859989-41861103	ZNF106	42749765		0.015098
chr15	42158296	42158796	genic|chr15:42158296-42158796	CCNDBP1	43477465		0.010732
chr15	42764615	42765115	intergenic|chr15:42764615-42765115	ZNF106	42749765		0.016946
chr15	42782784	42784018	intergenic|chr15:42782784-42784018	ZNF106	42749765		0.117504
chr15	42873492	42873992	genic|chr15:42873492-42873992	STARD9	42867856		0.060615
chr15	43414925	43415611	intergenic|chr15:43414925-43415611	UBR1	43398286		0.057340
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	GANC	42566365		0.025930
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	ZNF106	42749765		0.011579
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	SNAP23	42787503		0.011900
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	LRRC57	42841002		0.010954
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	HAUS2	42841010		0.010954
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	TTBK2	43213007		0.029161
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	UBR1	43398286		0.012120
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	TMEM62	43425721		0.016315
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	TUBGCP4	43663256		0.010456
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	MAP1A	43809805		0.493640
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	MFAP1	44116951		0.013104
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	DUOXA1	45422059		0.013397
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	DUOX1	45422191		0.013397
chr15	43802259	43804190	intergenic|chr15:43802259-43804190	C15orf48	45722726		0.010818
chr15	43806629	43807129	intergenic|chr15:43806629-43807129	MAP1A	43809805		0.059025
chr15	44486073	44486573	genic|chr15:44486073-44486573	FRMD5	44487492		0.124100
chr15	45076170	45077325	intergenic|chr15:45076170-45077325	SPG11	44955876		0.010109
chr15	45316063	45316563	genic|chr15:45316063-45316563	SORD	45315301		0.058658
chr15	45404596	45405590	genic|chr15:45404596-45405590	DUOX2	45406359		0.279975
chr15	45404596	45405590	genic|chr15:45404596-45405590	DUOXA2	45406522		0.279978
chr15	45428553	45429053	genic|chr15:45428553-45429053	DUOX2	45406359		0.017627
chr15	45428553	45429053	genic|chr15:45428553-45429053	DUOXA2	45406522		0.017627
chr15	45450148	45450648	genic|chr15:45450148-45450648	DUOX2	45406359		0.020624
chr15	45450148	45450648	genic|chr15:45450148-45450648	DUOXA2	45406522		0.020625
chr15	45458812	45460021	genic|chr15:45458812-45460021	DUOXA1	45422059		0.012988
chr15	45458812	45460021	genic|chr15:45458812-45460021	DUOX1	45422191		0.012988
chr15	45458812	45460021	genic|chr15:45458812-45460021	C15orf48	45722726		0.012162
chr15	45458812	45460021	genic|chr15:45458812-45460021	SQRDL	45926937		0.011127
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	TMEM62	43425721		0.011323
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	MFAP1	44116951		0.012961
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	SPG11	44955876		0.013222
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	LOC100419583	45021185		0.012901
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	DUOX2	45406359		0.019010
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	DUOXA2	45406522		0.019010
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	DUOXA1	45422059		0.026583
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	DUOX1	45422191		0.026584
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	SHF	45480165		0.010797
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	GATM	45670980		0.010747
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	SPATA5L1	45694518		0.012237
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	C15orf48	45722726		0.024894
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	SLC30A4	45815002		0.016857
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	BLOC1S6	45879320		0.011126
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	SQRDL	45926937		0.022774
chr15	45490433	45493555	intergenic|chr15:45490433-45493555	DUT	48623620		0.039520
chr15	46087592	46088092	genic|chr15:46087592-46088092	SQRDL	45926937		0.013444
chr15	46371952	46372565	intergenic|chr15:46371952-46372565	SQRDL	45926937		0.016762
chr15	49267537	49268711	intergenic|chr15:49267537-49268711	SHC4	49255641		0.019212
chr15	49267537	49268711	intergenic|chr15:49267537-49268711	COPS2	49447854		0.010897
chr15	52018436	52018936	genic|chr15:52018436-52018936	SCG3	51973549		0.010619
chr15	52209616	52210116	intergenic|chr15:52209616-52210116	LOC100422556	52216317		0.015765
chr15	52209616	52210116	intergenic|chr15:52209616-52210116	PYGO1	55881050		0.010004
chr15	52553558	52554424	genic|chr15:52553558-52554424	TMOD2	52043757		0.012506
chr15	52553558	52554424	genic|chr15:52553558-52554424	LEO1	52263998		0.043587
chr15	52554513	52555013	genic|chr15:52554513-52555013	MYO5A	52821247		0.012793
chr15	52581687	52582187	genic|chr15:52581687-52582187	MYO5C	52587995		0.027447
chr15	53095727	53096673	intergenic|chr15:53095727-53096673	GLDN	51633712		0.012397
chr15	55945245	55945745	genic|chr15:55945245-55945745	PYGO1	55881050		0.012851
chr15	56029403	56030096	genic|chr15:56029403-56030096	PRTG	56035317		0.120515
chr15	56285019	56286773	intergenic|chr15:56285019-56286773	DYX1C1-CCPG1	55790782		0.012779
chr15	56285019	56286773	intergenic|chr15:56285019-56286773	TEX9	56657621		0.010227
chr15	57178891	57180167	genic|chr15:57178891-57180167	DYX1C1-CCPG1	55790782		0.013957
chr15	57178891	57180167	genic|chr15:57178891-57180167	PYGO1	55881050		0.011351
chr15	57178891	57180167	genic|chr15:57178891-57180167	TEX9	56657621		0.014864
chr15	57178891	57180167	genic|chr15:57178891-57180167	MNS1	56757335		0.013275
chr15	57178891	57180167	genic|chr15:57178891-57180167	ZNF280D	57026284		0.011284
chr15	57178891	57180167	genic|chr15:57178891-57180167	CGNL1	57668702		0.010193
chr15	57178891	57180167	genic|chr15:57178891-57180167	ALDH1A2	58358121		0.011608
chr15	57598085	57599591	genic|chr15:57598085-57599591	TEX9	56657621		0.010190
chr15	58699286	58700308	intergenic|chr15:58699286-58700308	PIGB	55611132		0.011932
chr15	58699286	58700308	intergenic|chr15:58699286-58700308	PIGBOS1	55611392		0.011932
chr15	59584337	59585166	genic|chr15:59584337-59585166	FAM81A	59730371		0.016597
chr15	59672940	59673566	intergenic|chr15:59672940-59673566	C2CD4B	62457482		0.011650
chr15	59735852	59736352	genic|chr15:59735852-59736352	FAM81A	59730371		0.020453
chr15	60286009	60286509	intergenic|chr15:60286009-60286509	FOXB1	60296420		0.061858
chr15	60289087	60290114	intergenic|chr15:60289087-60290114	FOXB1	60296420		0.221737
chr15	60298350	60298949	intergenic|chr15:60298350-60298949	FOXB1	60296420		0.156764
chr15	62682024	62684964	intergenic|chr15:62682024-62684964	VPS13C	62352664		0.022056
chr15	62682024	62684964	intergenic|chr15:62682024-62684964	LOC101928907	62352701		0.022056
chr15	63178405	63179379	intergenic|chr15:63178405-63179379	CSNK1G1	64648458		0.011234
chr15	63340096	63341288	genic|chr15:63340096-63341288	LACTB	63413998		0.010019
chr15	63340096	63341288	genic|chr15:63340096-63341288	FBXL22	63889551		0.011849
chr15	63753139	63753956	intergenic|chr15:63753139-63753956	FBXL22	63889551		0.010911
chr15	64188860	64189360	intergenic|chr15:64188860-64189360	SNX1	64388082		0.028531
chr15	64302776	64303276	genic|chr15:64302776-64303276	DAPK2	64338521		0.011966
chr15	64321206	64321706	genic|chr15:64321206-64321706	DAPK2	64338521		0.027750
chr15	64445043	64445543	genic|chr15:64445043-64445543	PPIB	64455354		0.039497
chr15	64445670	64446170	genic|chr15:64445670-64446170	SNX22	64443915		0.013172
chr15	64445670	64446170	genic|chr15:64445670-64446170	PPIB	64455354		0.079184
chr15	64445670	64446170	genic|chr15:64445670-64446170	RBPMS2	65067786		0.011486
chr15	64472472	64472972	genic|chr15:64472472-64472972	PPIB	64455354		0.015717
chr15	64991977	64992658	genic|chr15:64991977-64992658	TRIP4	64680002		0.013048
chr15	64991977	64992658	genic|chr15:64991977-64992658	OAZ2	64995480		0.138592
chr15	65020333	65020833	intergenic|chr15:65020333-65020833	OAZ2	64995480		0.015035
chr15	65023412	65024098	intergenic|chr15:65023412-65024098	OAZ2	64995480		0.026206
chr15	65068617	65069117	intergenic|chr15:65068617-65069117	RBPMS2	65067786		0.061498
chr15	65116092	65116592	genic|chr15:65116092-65116592	PIF1	65117867		0.014506
chr15	65341552	65342135	genic|chr15:65341552-65342135	RBPMS2	65067786		0.016244
chr15	65375407	65376731	intergenic|chr15:65375407-65376731	MTFMT	65321977		0.021863
chr15	65375407	65376731	intergenic|chr15:65375407-65376731	CLPX	65477758		0.020130
chr15	65375407	65376731	intergenic|chr15:65375407-65376731	HACD3	65822826		0.023310
chr15	65481415	65482089	intergenic|chr15:65481415-65482089	PDCD7	65426174		0.013191
chr15	65589980	65590480	intergenic|chr15:65589980-65590480	IGDCC3	65670378		0.010703
chr15	65610864	65611588	intergenic|chr15:65610864-65611588	CILP	65503840		0.015488
chr15	65646996	65648942	genic|chr15:65646996-65648942	FBXL22	63889551		0.010548
chr15	65646996	65648942	genic|chr15:65646996-65648942	ANKDD1A	65204100		0.013572
chr15	65646996	65648942	genic|chr15:65646996-65648942	MTFMT	65321977		0.010410
chr15	65646996	65648942	genic|chr15:65646996-65648942	CILP	65503840		0.015302
chr15	65646996	65648942	genic|chr15:65646996-65648942	IGDCC3	65670378		0.010583
chr15	65646996	65648942	genic|chr15:65646996-65648942	HACD3	65822826		0.010351
chr15	65646996	65648942	genic|chr15:65646996-65648942	RPL4	66797193		0.010077
chr15	65646996	65648942	genic|chr15:65646996-65648942	ZWILCH	66797420		0.010075
chr15	65693016	65694371	genic|chr15:65693016-65694371	ANKDD1A	65204100		0.014452
chr15	65693016	65694371	genic|chr15:65693016-65694371	HACD3	65822826		0.019557
chr15	65707181	65707873	genic|chr15:65707181-65707873	DPP8	65810051		0.024596
chr15	65709070	65709840	genic|chr15:65709070-65709840	INTS14	65903627		0.017837
chr15	66124882	66125616	intergenic|chr15:66124882-66125616	RAB11A	66161796		0.011985
chr15	66766302	66767134	genic|chr15:66766302-66767134	SNAPC5	66790153		0.024841
chr15	66859189	66859786	intergenic|chr15:66859189-66859786	LCTL	66858317		0.085034
