chr	start	end	name	TargetGene	TargetGeneTSS	CellType	ABC.Score
chr9	85949098	85949598	genic|chr9:85949098-85949598	RASEF	85678043		0.074079
chr9	86141644	86142144	genic|chr9:86141644-86142144	FRMD3	86153348		0.045249
chr9	86150591	86151091	genic|chr9:86150591-86151091	FRMD3	86153348		0.077486
chr9	86152123	86152623	genic|chr9:86152123-86152623	FRMD3	86153348		0.146378
chr9	94122973	94123473	genic|chr9:94122973-94123473	AUH	94124206		0.059470
chr9	95421805	95422305	genic|chr9:95421805-95422305	IPPK	95432547		0.068737
chr9	95732076	95733404	intergenic|chr9:95732076-95733404	ANKRD19P	95571892		0.039883
chr9	95732076	95733404	intergenic|chr9:95732076-95733404	PCAT7	97317326		0.037429
chr9	95948530	95949281	genic|chr9:95948530-95949281	WNK2	95947211		0.043885
chr9	96707970	96708713	intergenic|chr9:96707970-96708713	BARX1	96717608		0.082943
chr9	96713303	96713803	intergenic|chr9:96713303-96713803	BARX1	96717608		0.079822
chr9	98239804	98241542	genic|chr9:98239804-98241542	C9orf3	97488950		0.071652
chr9	98256920	98258778	genic|chr9:98256920-98258778	LOC100507346	98225890		0.031587
chr9	98784779	98785693	intergenic|chr9:98784779-98785693	LINC00092	98784093		0.291024
chr9	99179385	99179978	genic|chr9:99179385-99179978	ZNF367	99180669		0.065279
chr9	99179385	99179978	genic|chr9:99179385-99179978	HABP4	99212436		0.043745
chr9	99983180	99985225	genic|chr9:99983180-99985225	LOC100499484	100000707		0.100647
chr9	99983180	99985225	genic|chr9:99983180-99985225	LOC100499484-C9ORF174	100000707		0.100647
chr9	100614268	100614992	intergenic|chr9:100614268-100614992	FOXE1	100615536		0.187715
chr9	100685754	100686416	intergenic|chr9:100685754-100686416	TRMO	100684852		0.036048
chr9	101472609	101473109	intergenic|chr9:101472609-101473109	GABBR2	101471479		0.107765
chr9	102584783	102585283	genic|chr9:102584783-102585283	NR4A3	102584136		0.066249
chr9	116800098	116800900	genic|chr9:116800098-116800900	AMBP	116840752		0.038111
chr9	116844617	116845208	intergenic|chr9:116844617-116845208	AMBP	116840752		0.039479
chr9	117026305	117027087	genic|chr9:117026305-117027087	AMBP	116840752		0.030778
chr9	122133037	122133537	intergenic|chr9:122133037-122133537	BRINP1	122131739		0.209839
chr9	122138082	122138582	intergenic|chr9:122138082-122138582	BRINP1	122131739		0.074001
chr9	124975680	124977070	genic|chr9:124975680-124977070	LHX6	124991091		0.178974
chr9	125794134	125794634	genic|chr9:125794134-125794634	GPR21	125795921		0.064045
chr9	126119198	126120832	genic|chr9:126119198-126120832	ZBTB26	125693830		0.077482
chr9	126119198	126120832	genic|chr9:126119198-126120832	CRB2	126118445		0.119392
chr9	126622781	126624341	genic|chr9:126622781-126624341	DENND1A	126692417		0.044935
chr9	126762789	126763914	intergenic|chr9:126762789-126763914	DENND1A	126692417		0.057500
chr9	127178326	127178826	intergenic|chr9:127178326-127178826	PSMB7	127177752		0.111316
chr9	127273595	127274095	intergenic|chr9:127273595-127274095	NR5A1	127269699		0.066050
chr9	127421248	127422060	genic|chr9:127421248-127422060	MIR181A2HG	127420714		0.408896
chr9	127532136	127532636	genic|chr9:127532136-127532636	NR6A1	127533589		0.085999
chr9	127536601	127537101	intergenic|chr9:127536601-127537101	OLFML2A	127539436		0.067678
chr9	127541869	127542369	genic|chr9:127541869-127542369	OLFML2A	127539436		0.045028
chr9	127704435	127704935	genic|chr9:127704435-127704935	GOLGA1	127703386		0.031846
chr9	128511006	128511506	genic|chr9:128511006-128511506	PBX3	128509616		0.071483
chr9	128521329	128522427	genic|chr9:128521329-128522427	PBX3	128509616		0.034870
chr9	128990785	128991578	intergenic|chr9:128990785-128991578	LOC101929116	129038194		0.033977
chr9	129677652	129678152	genic|chr9:129677652-129678152	RALGPS1	129677052		0.065251
chr9	130375083	130375667	genic|chr9:130375083-130375667	STXBP1	130374485		0.105007
chr9	130503788	130505486	genic|chr9:130503788-130505486	SH2D3C	130533648		0.046783
chr9	130516228	130518316	genic|chr9:130516228-130518316	SH2D3C	130533648		0.087458
chr9	130516228	130518316	genic|chr9:130516228-130518316	LOC102723566	130578344		0.036134
chr9	130526074	130526868	genic|chr9:130526074-130526868	SH2D3C	130533648		0.054547
chr9	130538524	130539024	intergenic|chr9:130538524-130539024	SH2D3C	130533648		0.040121
chr9	130742276	130743718	intergenic|chr9:130742276-130743718	AK1	130640022		0.034088
chr9	130856417	130857039	intergenic|chr9:130856417-130857039	SLC25A25	130860760		0.097760
chr9	131103628	131104128	genic|chr9:131103628-131104128	SLC27A4	131102838		0.051779
chr9	131124343	131124985	intergenic|chr9:131124343-131124985	SLC27A4	131102838		0.033520
chr9	131313246	131313746	intergenic|chr9:131313246-131313746	SPTAN1	131314836		0.061151
chr9	131445453	131447167	intergenic|chr9:131445453-131447167	TBC1D13	131549485		0.034390
chr9	131788780	131789378	genic|chr9:131788780-131789378	SH3GLB2	131790632		0.060783
chr9	132257927	132259716	genic|chr9:132257927-132259716	PTGES2	130890741		0.039999
chr9	132257927	132259716	genic|chr9:132257927-132259716	PTGES2-AS1	130890807		0.039999
chr9	132257927	132259716	genic|chr9:132257927-132259716	LINC00963	132250938		0.054589
chr9	132523921	132524730	intergenic|chr9:132523921-132524730	PTGES	132515344		0.053281
chr9	132585250	132585868	genic|chr9:132585250-132585868	TOR1A	132586441		0.038248
chr9	132804122	132804622	genic|chr9:132804122-132804622	FNBP1	132805473		0.048471
chr9	132904904	132905404	genic|chr9:132904904-132905404	LOC401554	132906498		0.031645
chr9	133320991	133322401	genic|chr9:133320991-133322401	ASS1	133320093		0.222741
chr9	133587769	133589410	intergenic|chr9:133587769-133589410	EXOSC2	133569146		0.064730
chr9	133587769	133589410	intergenic|chr9:133587769-133589410	FAM78A	134151906		0.037613
chr9	133771047	133771547	genic|chr9:133771047-133771547	QRFP	133772199		0.094192
chr9	133814956	133815456	intergenic|chr9:133814956-133815456	FIBCD1	133814239		0.071360
chr9	134150578	134151173	genic|chr9:134150578-134151173	FAM78A	134151906		0.110931
chr9	134379567	134380067	genic|chr9:134379567-134380067	POMT1	134378288		0.045334
chr9	135286384	135286884	genic|chr9:135286384-135286884	CFAP77	135285582		0.114766
chr9	135310035	135310800	genic|chr9:135310035-135310800	CFAP77	135285582		0.031619
chr9	135994630	135995473	genic|chr9:135994630-135995473	RALGDS	135996637		0.158637
chr9	136398115	136398615	intergenic|chr9:136398115-136398615	ADAMTSL2	136399974		0.127043
chr9	136502693	136503193	genic|chr9:136502693-136503193	DBH	136501484		0.045270
chr9	136855787	136856626	genic|chr9:136855787-136856626	VAV2	136857446		0.244832
chr9	137028347	137030631	intergenic|chr9:137028347-137030631	EXOSC2	133569146		0.035972
chr9	137028347	137030631	intergenic|chr9:137028347-137030631	LINC00094	136890560		0.037267
chr9	137534280	137535033	genic|chr9:137534280-137535033	COL5A1	137533650		0.071238
chr9	138396425	138396925	genic|chr9:138396425-138396925	LOC101928525	138398293		0.111426
chr9	139063019	139064182	intergenic|chr9:139063019-139064182	NACC2	138987131		0.034244
chr9	139117886	139118475	genic|chr9:139117886-139118475	QSOX2	139137687		0.032280
chr9	139218772	139219272	genic|chr9:139218772-139219272	DKFZP434A062	139221779		0.055409
chr9	139218772	139219272	genic|chr9:139218772-139219272	GPSM1	139221931		0.055409
chr9	139236471	139237627	genic|chr9:139236471-139237627	INPP5E	139334274		0.032196
chr9	139267005	139267505	genic|chr9:139267005-139267505	CARD9	139268133		0.093704
chr9	139305704	139306204	genic|chr9:139305704-139306204	PMPCA	139305024		0.032768
chr9	139305704	139306204	genic|chr9:139305704-139306204	SDCCAG3	139305054		0.032768
chr9	139438945	139439557	genic|chr9:139438945-139439557	NOTCH1	139440238		0.055799
chr9	139466149	139467516	intergenic|chr9:139466149-139467516	LCN12	139846767		0.044690
chr9	139481552	139483481	intergenic|chr9:139481552-139483481	FAM166A	140142244		0.064761
chr9	139636121	139636621	genic|chr9:139636121-139636621	LCN10	139637411		0.060097
chr9	139656767	139658176	genic|chr9:139656767-139658176	LCN15	139658965		0.329156
chr9	139656767	139658176	genic|chr9:139656767-139658176	RNF208	140115775		0.031633
chr9	139694081	139696052	genic|chr9:139694081-139696052	TMEM141	139685776		0.032130
chr9	139715151	139716646	genic|chr9:139715151-139716646	EDF1	139760788		0.041142
chr9	139736650	139737341	intergenic|chr9:139736650-139737341	EDF1	139760788		0.036277
chr9	139860223	139861106	intergenic|chr9:139860223-139861106	PTGDS	139871955		0.071237
chr9	139923448	139924237	genic|chr9:139923448-139924237	ABCA2	139922740		0.243845
chr9	139962108	139963035	genic|chr9:139962108-139963035	SAPCD2	139965028		0.130685
chr9	139962108	139963035	genic|chr9:139962108-139963035	UAP1L1	139971952		0.063980
chr9	139973087	139973902	genic|chr9:139973087-139973902	UAP1L1	139971952		0.056153
chr9	140032477	140032977	intergenic|chr9:140032477-140032977	GRIN1	140033608		0.069974
chr9	140057154	140057934	genic|chr9:140057154-140057934	LRRC26	140064491		0.077066
chr9	140148586	140149086	intergenic|chr9:140148586-140149086	STPG3-AS1	140147949		0.056431
chr9	140148586	140149086	intergenic|chr9:140148586-140149086	NELFB	140149751		0.045630
chr9	140264798	140266173	genic|chr9:140264798-140266173	NRARP	140196703		0.037770
chr9	140347655	140349404	genic|chr9:140347655-140349404	FAM166A	140142244		0.061331
chr9	140356068	140356568	genic|chr9:140356068-140356568	NSMF	140353786		0.068533
chr13	20768400	20768900	intergenic|chr13:20768400-20768900	GJB2	20767114		0.099893
chr13	21633986	21634899	genic|chr13:21633986-21634899	LATS2	21635722		0.158667
chr13	21871015	21871515	intergenic|chr13:21871015-21871515	MIPEPP3	21872263		0.045613
chr13	25860587	25861087	genic|chr13:25860587-25861087	MTMR6	25861704		0.081399
chr13	33589401	33589901	intergenic|chr13:33589401-33589901	KL	33590570		0.044580
chr13	33591530	33592150	genic|chr13:33591530-33592150	KL	33590570		0.117856
chr13	37493252	37493752	genic|chr13:37493252-37493752	SMAD9	37494409		0.186263
chr13	42032238	42032738	genic|chr13:42032238-42032738	RGCC	42031541		0.088571
chr13	44362035	44362619	intergenic|chr13:44362035-44362619	ENOX1	44361116		0.119083
chr13	49792656	49793395	intergenic|chr13:49792656-49793395	MLNR	49794473		0.078374
chr13	60732186	60733006	genic|chr13:60732186-60733006	DIAPH3	60738119		0.055895
chr13	77461389	77461889	intergenic|chr13:77461389-77461889	KCTD12	77460540		0.080019
chr13	77902945	77904318	intergenic|chr13:77902945-77904318	MYCBP2	77901177		0.074704
chr13	80915034	80916331	intergenic|chr13:80915034-80916331	SPRY2	80913794		0.050316
chr13	92000839	92001793	genic|chr13:92000839-92001793	MIR17HG	92000073		0.154935
chr13	107332855	107334353	intergenic|chr13:107332855-107334353	LINC00551	107270157		0.033055
chr13	110778638	110779650	intergenic|chr13:110778638-110779650	IRS2	110438914		0.037125
chr13	110960617	110961230	genic|chr13:110960617-110961230	COL4A1	110959504		0.105069
chr13	110960617	110961230	genic|chr13:110960617-110961230	COL4A2	110959613		0.105068
chr13	111464196	111464696	genic|chr13:111464196-111464696	LINC00567	111465431		0.144983
chr13	112548284	112548903	genic|chr13:112548284-112548903	LINC00354	112547691		0.150080
chr13	112757611	112759388	genic|chr13:112757611-112759388	LOC100506016	112815024		0.050426
chr13	112757611	112759388	genic|chr13:112757611-112759388	ATP11A-AS1	113409045		0.031753
chr13	112757611	112759388	genic|chr13:112757611-112759388	F10-AS1	113784360		0.031074
chr13	112813935	112814435	genic|chr13:112813935-112814435	LOC100506016	112815024		0.058669
chr13	113411237	113412111	genic|chr13:113411237-113412111	ATP11A-AS1	113409045		0.046791
chr13	113864074	113864744	genic|chr13:113864074-113864744	CUL4A	113863085		0.064902
chr13	113864074	113864744	genic|chr13:113864074-113864744	PCID2	113863234		0.064903
chr16	433265	434227	genic|chr16:433265-434227	LOC100134368	432240		0.179757
chr16	441624	442226	genic|chr16:441624-442226	TMEM8A	431950		0.059849
chr16	697895	698395	genic|chr16:697895-698395	LOC105371038	699313		0.065237
chr16	697895	698395	genic|chr16:697895-698395	WDR90	699362		0.065237
chr16	750466	751145	genic|chr16:750466-751145	FBXL16	755825		0.091113
chr16	761650	762150	intergenic|chr16:761650-762150	FBXL16	755825		0.054784
chr16	765995	766622	genic|chr16:765995-766622	STUB1	730110		0.037830
chr16	765995	766622	genic|chr16:765995-766622	FBXL16	755825		0.133856
chr16	765995	766622	genic|chr16:765995-766622	METRN	765172		0.460160
chr16	765995	766622	genic|chr16:765995-766622	CCDC78	776473		0.040509
chr16	765995	766622	genic|chr16:765995-766622	HAGHL	776935		0.040506
chr16	809477	809977	intergenic|chr16:809477-809977	MSLN	810764		0.102689
chr16	1143467	1143967	genic|chr16:1143467-1143967	C1QTNF8	1146244		0.072157
chr16	1144035	1144535	genic|chr16:1144035-1144535	C1QTNF8	1146244		0.073013
chr16	1148512	1149069	intergenic|chr16:1148512-1149069	C1QTNF8	1146244		0.095026
chr16	1660027	1661576	genic|chr16:1660027-1661576	IFT140	1662109		0.048320
chr16	1730957	1731457	genic|chr16:1730957-1731457	HN1L	1728277		0.103197
chr16	2053504	2054452	genic|chr16:2053504-2054452	MSRB1	1993327		0.034091
chr16	2070081	2070976	genic|chr16:2070081-2070976	NPW	2069520		0.100390
chr16	2072588	2073720	intergenic|chr16:2072588-2073720	NPW	2069520		0.190109
chr16	2108099	2109352	genic|chr16:2108099-2109352	NPW	2069520		0.041387
chr16	2287628	2288128	genic|chr16:2287628-2288128	DNASE1L2	2286467		0.075339
chr16	2550898	2551914	genic|chr16:2550898-2551914	CEMP1	2581409		0.033935
chr16	2948693	2949375	genic|chr16:2948693-2949375	FLYWCH1	2961979		0.031847
chr16	3014798	3015298	genic|chr16:3014798-3015298	KREMEN2	3014216		0.119070
chr16	3019801	3020506	genic|chr16:3019801-3020506	PAQR4	3019245		0.135449
chr16	3031340	3032193	intergenic|chr16:3031340-3032193	PKMYT1	3030540		0.200066
chr16	3199563	3201306	genic|chr16:3199563-3201306	CLDN6	3068188		0.055708
chr16	3199563	3201306	genic|chr16:3199563-3201306	TNFRSF12A	3070312		0.048813
chr16	3451772	3452348	genic|chr16:3451772-3452348	ZSCAN32	3451065		0.051334
chr16	3451772	3452348	genic|chr16:3451772-3452348	ZNF174	3451189		0.051334
chr16	3694975	3696232	intergenic|chr16:3694975-3696232	DNASE1	3702939		0.209510
chr16	4343514	4344502	intergenic|chr16:4343514-4344502	GLIS2-AS1	4378341		0.041488
chr16	4380234	4380734	intergenic|chr16:4380234-4380734	GLIS2-AS1	4378341		0.061206
chr16	4408993	4409611	genic|chr16:4408993-4409611	VASN	4421848		0.048922
chr16	4465442	4466153	genic|chr16:4465442-4466153	CORO7-PAM16	4466962		0.176793
chr16	4465442	4466153	genic|chr16:4465442-4466153	CORO7	4466962		0.176793
chr16	4665836	4666976	intergenic|chr16:4665836-4666976	CREBBP	3930121		0.053000
chr16	4665836	4666976	intergenic|chr16:4665836-4666976	CDIP1	4588816		0.056386
chr16	4665836	4666976	intergenic|chr16:4665836-4666976	UBALD1	4664927		0.417549
chr16	4818407	4819072	intergenic|chr16:4818407-4819072	ZNF500	4817219		0.114950
chr16	4994712	4995212	intergenic|chr16:4994712-4995212	PPL	4987136		0.035794
chr16	5085328	5085828	genic|chr16:5085328-5085828	NAGPA-AS1	5083702		0.077177
chr16	5085328	5085828	genic|chr16:5085328-5085828	NAGPA	5083942		0.077180
chr16	5659142	5659642	genic|chr16:5659142-5659642	LINC01570	5666251		0.043624
chr16	9186380	9186880	genic|chr16:9186380-9186880	C16orf72	9185536		0.143324
chr16	11351058	11351792	intergenic|chr16:11351058-11351792	SOCS1	11350039		0.436233
chr16	11679683	11680183	genic|chr16:11679683-11680183	LITAF	11680806		0.242389
chr16	15521357	15521857	intergenic|chr16:15521357-15521857	C16orf45	15528324		0.047836
chr16	19301124	19302047	genic|chr16:19301124-19302047	GDE1	19533467		0.043486
chr16	19302296	19303943	genic|chr16:19302296-19303943	CLEC19A	19297104		0.034495
chr16	19897513	19898013	intergenic|chr16:19897513-19898013	GPRC5B	19896233		0.163222
chr16	21167938	21168438	genic|chr16:21167938-21168438	TMEM159	21169697		0.144349
chr16	21520235	21520735	intergenic|chr16:21520235-21520735	SMG1P3	21513602		0.042026
chr16	22206807	22207802	intergenic|chr16:22206807-22207802	POLR3E	22308695		0.031430
chr16	23446601	23447197	genic|chr16:23446601-23447197	COG7	23464512		0.044750
chr16	23520229	23520729	genic|chr16:23520229-23520729	GGA2	23521815		0.031504
chr16	23608287	23608787	intergenic|chr16:23608287-23608787	NDUFAB1	23607639		0.117812
chr16	23814724	23815394	intergenic|chr16:23814724-23815394	CHP2	23765947		0.031346
chr16	23848229	23848729	genic|chr16:23848229-23848729	PRKCB	23847299		0.094799
chr16	25118031	25118732	genic|chr16:25118031-25118732	LINC02175	25078207		0.061247
chr16	25118031	25118732	genic|chr16:25118031-25118732	LCMT1-AS1	25122876		0.242295
chr16	25118031	25118732	genic|chr16:25118031-25118732	LCMT1	25123046		0.226641
chr16	27120813	27121997	intergenic|chr16:27120813-27121997	C16orf82	27078218		0.060162
chr16	28941790	28942558	intergenic|chr16:28941790-28942558	NFATC2IP	28962317		0.069349
chr16	29687365	29687865	intergenic|chr16:29687365-29687865	QPRT	29690328		0.049233
chr16	29818801	29819659	genic|chr16:29818801-29819659	KIF22	29802033		0.032571
chr16	29909269	29909769	genic|chr16:29909269-29909769	SEZ6L2	29910585		0.068974
chr16	30043252	30043986	intergenic|chr16:30043252-30043986	FAM57B	30042186		0.219109
chr16	30106114	30106614	genic|chr16:30106114-30106614	YPEL3	30107521		0.112019
chr16	30106114	30106614	genic|chr16:30106114-30106614	LOC101928595	30107750		0.112020
chr16	30123322	30123822	genic|chr16:30123322-30123822	GDPD3	30124878		0.056558
chr16	30388711	30390508	genic|chr16:30388711-30390508	TMEM219	29973350		0.043904
chr16	30388711	30390508	genic|chr16:30388711-30390508	CD2BP2	30366682		0.053247
chr16	30388711	30390508	genic|chr16:30388711-30390508	MYLPF	30386097		0.698775
chr16	30388711	30390508	genic|chr16:30388711-30390508	SEPHS2	30457296		0.103582
chr16	30420716	30421216	genic|chr16:30420716-30421216	ZNF771	30418734		0.072086
chr16	30428944	30429651	genic|chr16:30428944-30429651	SMG1P5	30346695		0.057430
chr16	30428944	30429651	genic|chr16:30428944-30429651	ZNF768	30537910		0.049432
chr16	30645324	30646451	intergenic|chr16:30645324-30646451	ZNF689	30621707		0.071031
chr16	30912946	30914166	genic|chr16:30912946-30914166	CTF1	30907927		0.108920
chr16	30961256	30961756	genic|chr16:30961256-30961756	ORAI3	30960404		0.043656
chr16	30964902	30965402	genic|chr16:30964902-30965402	ORAI3	30960404		0.051031
chr16	31116875	31117520	intergenic|chr16:31116875-31117520	VKORC1	31106320		0.039665
chr16	31116875	31117520	intergenic|chr16:31116875-31117520	KAT8	31128984		0.052510
chr16	31153013	31153938	genic|chr16:31153013-31153938	PRSS8	31147083		0.313865
chr16	31189997	31190497	intergenic|chr16:31189997-31190497	FUS	31191430		0.051679
chr16	31226929	31227710	genic|chr16:31226929-31227710	PYDC1	31228414		0.120929
chr16	31708181	31708681	intergenic|chr16:31708181-31708681	CLUHP3	31711933		0.053330
chr16	48399138	48400296	genic|chr16:48399138-48400296	LONP2	48278077		0.030243
chr16	49314104	49314604	genic|chr16:49314104-49314604	CBLN1	49315742		0.095153
chr16	50729828	50730328	intergenic|chr16:50729828-50730328	NOD2	50731049		0.092878
chr16	52579358	52579858	genic|chr16:52579358-52579858	TOX3	52580806		0.104962
chr16	53164124	53165883	genic|chr16:53164124-53165883	CHD9	53088944		0.036150
chr16	53790233	53791089	genic|chr16:53790233-53791089	RPGRIP1L	53737850		0.031981
chr16	53790233	53791089	genic|chr16:53790233-53791089	FTO	53737874		0.031981
chr16	55514220	55514720	genic|chr16:55514220-55514720	MMP2	55513080		0.108138
chr16	56314830	56315875	genic|chr16:56314830-56315875	LOC283856	56225006		0.031445
chr16	56314830	56315875	genic|chr16:56314830-56315875	GNAO1	56225250		0.031444
chr16	56643520	56644020	intergenic|chr16:56643520-56644020	MT2A	56642477		0.122090
chr16	57125398	57125898	intergenic|chr16:57125398-57125898	CPNE2	57126454		0.090698
chr16	57149185	57149952	genic|chr16:57149185-57149952	ARL2BP	57279037		0.031172
chr16	57333245	57334769	intergenic|chr16:57333245-57334769	ARL2BP	57279037		0.106087
chr16	57333245	57334769	intergenic|chr16:57333245-57334769	CX3CL1	57406372		0.036578
chr16	57407289	57407789	genic|chr16:57407289-57407789	CX3CL1	57406372		0.064627
chr16	57513525	57514613	genic|chr16:57513525-57514613	DOK4	57520385		0.157454
chr16	57781198	57782153	genic|chr16:57781198-57782153	KIFC3	57816281		0.040460
chr16	57809367	57810295	genic|chr16:57809367-57810295	KIFC3	57816281		0.271917
chr16	58018317	58019723	genic|chr16:58018317-58019723	ZNF319	58033762		0.141822
chr16	58060540	58061040	genic|chr16:58060540-58061040	MMP15	58059469		0.130345
chr16	58155377	58156251	genic|chr16:58155377-58156251	CFAP20	58163296		0.060358
chr16	58528652	58529989	intergenic|chr16:58528652-58529989	NDRG4	58534046		0.059817
chr16	58545733	58546233	genic|chr16:58545733-58546233	SETD6	58549382		0.165048
chr16	66614336	66615189	genic|chr16:66614336-66615189	CMTM2	66613350		0.189439
chr16	66729475	66729975	genic|chr16:66729475-66729975	CMTM4	66730610		0.104443
chr16	67010569	67011327	intergenic|chr16:67010569-67011327	CES3	66995131		0.039737
chr16	67194694	67195194	genic|chr16:67194694-67195194	TRADD	67193812		0.220779
chr16	67194694	67195194	genic|chr16:67194694-67195194	FBXL8	67193890		0.220778
chr16	67240463	67241247	genic|chr16:67240463-67241247	TMEM208	67261015		0.043069
chr16	67465636	67466458	genic|chr16:67465636-67466458	HSD11B2	67465035		0.211277
chr16	67522733	67523820	intergenic|chr16:67522733-67523820	ATP6V0D1	67515089		0.063983
chr16	67554908	67555825	genic|chr16:67554908-67555825	LOC100505942	67562648		0.030164
chr16	67554908	67555825	genic|chr16:67554908-67555825	RIPOR1	67562716		0.030163
chr16	67554908	67555825	genic|chr16:67554908-67555825	CTCF	67596309		0.036055
chr16	67683065	67683797	genic|chr16:67683065-67683797	CARMIL2	67679029		0.032901
chr16	67701514	67702386	genic|chr16:67701514-67702386	ENKD1	67700659		0.240155
